Name,Email,Age,City,Purchase_Amount
User0595,user0595@example.com,67,Houston,374.23
User0596,user0596@example.com,64,New York,454.32
User0597,user0597@example.com,20,Los Angeles,440.81
User0598,user0598@example.com,74,New York,24.64
User0599,user0599@example.com,53,Houston,219.51
User0600,user0600@example.com,45,Philadelphia,144.74
User0601,user0601@example.com,34,Philadelphia,324.81
User0602,user0602@example.com,68,New York,321.59
User0603,user0603@example.com,18,Los Angeles,201.50
User0604,user0604@example.com,29,Phoenix,356.70
User0605,user0605@example.com,45,Houston,51.22
User0606,user0606@example.com,72,Los Angeles,289.29
User0607,user0607@example.com,20,New York,266.32
User0608,user0608@example.com,44,New York,395.28
User0609,user0609@example.com,74,Los Angeles,279.86
User0610,user0610@example.com,68,Phoenix,158.23
User0611,user0611@example.com,37,New York,15.30
User0612,user0612@example.com,70,Philadelphia,196.17
User0613,user0613@example.com,35,Philadelphia,467.49
User0614,user0614@example.com,69,Chicago,324.36
User0615,user0615@example.com,50,Houston,303.50
User0616,user0616@example.com,58,Chicago,171.52
User0617,user0617@example.com,51,New York,471.76
User0618,user0618@example.com,64,Philadelphia,79.26
User0619,user0619@example.com,64,Chicago,278.14
User0620,user0620@example.com,36,Chicago,421.37
User0621,user0621@example.com,47,Phoenix,202.57
User0622,user0622@example.com,69,Houston,68.89
User0623,user0623@example.com,39,New York,258.89
User0624,user0624@example.com,43,Houston,375.27
User0625,user0625@example.com,64,Philadelphia,448.14
User0626,user0626@example.com,56,New York,475.26
User0627,user0627@example.com,66,New York,333.85
User0628,user0628@example.com,19,Chicago,42.52
User0629,user0629@example.com,64,Phoenix,59.17
User0630,user0630@example.com,74,Phoenix,60.78
User0631,user0631@example.com,44,Chicago,321.57
User0632,user0632@example.com,19,New York,233.13
User0633,user0633@example.com,42,Houston,152.13
User0634,user0634@example.com,34,Los Angeles,191.76
User0635,user0635@example.com,46,Philadelphia,407.84
User0636,user0636@example.com,70,Houston,284.75
User0637,user0637@example.com,49,Phoenix,89.90
User0638,user0638@example.com,42,Houston,65.39
User0639,user0639@example.com,71,Chicago,193.42
User0640,user0640@example.com,33,Phoenix,287.84
User0641,user0641@example.com,71,Los Angeles,94.82
User0642,user0642@example.com,21,Philadelphia,202.46
User0643,user0643@example.com,56,Chicago,346.68
User0644,user0644@example.com,51,Phoenix,498.84
User0645,user0645@example.com,67,Chicago,14.07
User0646,user0646@example.com,71,Chicago,263.58
User0647,user0647@example.com,38,New York,167.66
User0648,user0648@example.com,43,Los Angeles,274.36
User0649,user0649@example.com,70,Philadelphia,12.01
User0650,user0650@example.com,33,Los Angeles,456.09
User0651,user0651@example.com,33,Houston,486.29
User0652,user0652@example.com,60,Los Angeles,378.40
User0653,user0653@example.com,41,New York,155.42
User0654,user0654@example.com,45,Los Angeles,286.44
User0655,user0655@example.com,26,Los Angeles,352.00
User0656,user0656@example.com,21,Los Angeles,19.43
User0657,user0657@example.com,56,Philadelphia,251.65
User0658,user0658@example.com,42,Chicago,272.02
User0659,user0659@example.com,32,Phoenix,55.11
User0660,user0660@example.com,21,Los Angeles,89.67
User0661,user0661@example.com,43,Phoenix,42.24
User0662,user0662@example.com,27,New York,238.66
User0663,user0663@example.com,40,Chicago,224.48
User0664,user0664@example.com,75,Phoenix,100.55
User0665,user0665@example.com,62,Chicago,120.38
User0666,user0666@example.com,26,Los Angeles,93.09
User0667,user0667@example.com,59,Philadelphia,417.68
User0668,user0668@example.com,56,New York,19.70
User0669,user0669@example.com,18,Chicago,40.60
User0670,user0670@example.com,72,Philadelphia,424.20
User0671,user0671@example.com,37,Houston,58.23
User0672,user0672@example.com,38,Houston,346.03
User0673,user0673@example.com,64,Los Angeles,204.87
User0674,user0674@example.com,31,Los Angeles,402.52
User0675,user0675@example.com,66,Houston,52.89
User0676,user0676@example.com,72,Houston,238.34
User0677,user0677@example.com,25,Los Angeles,334.93
User0678,user0678@example.com,67,Los Angeles,70.08
User0679,user0679@example.com,74,New York,313.26
User0680,user0680@example.com,50,Houston,335.22
User0681,user0681@example.com,50,New York,342.33
User0682,user0682@example.com,51,New York,371.16
User0683,user0683@example.com,72,Los Angeles,311.08
User0684,user0684@example.com,58,Philadelphia,422.09
User0685,user0685@example.com,50,Houston,211.46
User0686,user0686@example.com,71,Phoenix,354.31
User0687,user0687@example.com,51,Los Angeles,44.43
User0688,user0688@example.com,18,Los Angeles,196.69
User0689,user0689@example.com,47,Phoenix,197.86
User0690,user0690@example.com,24,Phoenix,225.67
User0691,user0691@example.com,29,Los Angeles,229.81
User0692,user0692@example.com,28,Phoenix,159.23
User0693,user0693@example.com,44,Phoenix,58.83
User0694,user0694@example.com,52,Houston,302.90
User0695,user0695@example.com,37,Phoenix,125.68
User0696,user0696@example.com,68,Los Angeles,266.62
User0697,user0697@example.com,24,Houston,232.76
User0698,user0698@example.com,54,Houston,199.55
User0699,user0699@example.com,26,Los Angeles,134.05
User0700,user0700@example.com,31,New York,66.05
User0701,user0701@example.com,66,Philadelphia,98.33
User0702,user0702@example.com,62,Houston,450.81
User0703,user0703@example.com,20,Phoenix,108.89
User0704,user0704@example.com,38,Los Angeles,28.62
User0705,user0705@example.com,65,Chicago,146.11
User0706,user0706@example.com,22,Phoenix,335.17
User0707,user0707@example.com,45,Los Angeles,23.36
User0708,user0708@example.com,65,New York,289.57
User0709,user0709@example.com,30,Phoenix,20.49
User0710,user0710@example.com,40,Philadelphia,462.25
User0711,user0711@example.com,33,Phoenix,184.91
User0712,user0712@example.com,30,Chicago,50.93
User0713,user0713@example.com,35,Phoenix,76.69
User0714,user0714@example.com,51,New York,395.16
User0715,user0715@example.com,43,Chicago,43.10
User0716,user0716@example.com,20,Los Angeles,487.58
User0717,user0717@example.com,40,Philadelphia,303.57
User0718,user0718@example.com,38,Los Angeles,154.24
User0719,user0719@example.com,42,Los Angeles,460.86
User0720,user0720@example.com,68,Houston,481.34
User0721,user0721@example.com,58,Houston,23.20
User0722,user0722@example.com,28,Los Angeles,273.60
User0723,user0723@example.com,59,Los Angeles,296.44
User0724,user0724@example.com,69,Philadelphia,250.35
User0725,user0725@example.com,41,Houston,384.40
User0726,user0726@example.com,47,New York,290.22
User0727,user0727@example.com,68,Phoenix,99.14
User0728,user0728@example.com,28,Houston,331.37
User0729,user0729@example.com,38,Los Angeles,11.67
User0730,user0730@example.com,75,Los Angeles,126.99
User0731,user0731@example.com,31,Philadelphia,148.78
User0732,user0732@example.com,73,New York,65.82
User0733,user0733@example.com,55,Phoenix,141.06
User0734,user0734@example.com,33,Los Angeles,326.51
User0735,user0735@example.com,74,Philadelphia,499.74
User0736,user0736@example.com,65,New York,83.74
User0737,user0737@example.com,56,Chicago,82.28
User0738,user0738@example.com,35,Philadelphia,147.86
User0739,user0739@example.com,25,Chicago,459.38
User0740,user0740@example.com,43,New York,255.82
User0741,user0741@example.com,47,Houston,227.70
User0742,user0742@example.com,61,Phoenix,430.75
User0743,user0743@example.com,33,Chicago,84.48
User0744,user0744@example.com,67,New York,430.65
User0745,user0745@example.com,45,Los Angeles,464.06
User0746,user0746@example.com,42,Phoenix,384.02
User0747,user0747@example.com,57,New York,30.85
User0748,user0748@example.com,59,Chicago,151.84
User0749,user0749@example.com,34,New York,413.41
User0750,user0750@example.com,30,Phoenix,373.00
User0751,user0751@example.com,42,Philadelphia,355.03
User0752,user0752@example.com,45,Chicago,265.05
User0753,user0753@example.com,31,Los Angeles,425.77
User0754,user0754@example.com,34,Houston,26.63
User0755,user0755@example.com,50,Phoenix,211.76
User0756,user0756@example.com,30,New York,194.33
User0757,user0757@example.com,70,Philadelphia,73.09
User0758,user0758@example.com,46,New York,190.93
User0759,user0759@example.com,43,Phoenix,141.45
User0760,user0760@example.com,62,New York,137.06
User0761,user0761@example.com,45,Los Angeles,275.85
User0762,user0762@example.com,28,New York,105.02
User0763,user0763@example.com,40,Houston,496.05
User0764,user0764@example.com,20,Phoenix,112.85
User0765,user0765@example.com,29,Philadelphia,170.30
User0766,user0766@example.com,55,New York,18.72
User0767,user0767@example.com,75,Phoenix,263.84
User0768,user0768@example.com,29,Los Angeles,244.42
User0769,user0769@example.com,21,Philadelphia,123.05
User0770,user0770@example.com,53,Chicago,182.80
User0771,user0771@example.com,32,New York,161.56
User0772,user0772@example.com,52,Chicago,66.94
User0773,user0773@example.com,29,New York,189.85
User0774,user0774@example.com,25,Los Angeles,124.84
User0775,user0775@example.com,57,Philadelphia,257.10
User0776,user0776@example.com,30,Houston,40.36
User0777,user0777@example.com,43,Houston,136.99
User0778,user0778@example.com,65,Houston,212.72
User0779,user0779@example.com,52,Phoenix,452.37
User0780,user0780@example.com,46,Los Angeles,317.09
User0781,user0781@example.com,21,Chicago,48.72
User0782,user0782@example.com,33,Los Angeles,301.50
User0783,user0783@example.com,24,Chicago,139.61
User0784,user0784@example.com,66,Houston,76.33
User0785,user0785@example.com,32,Los Angeles,269.26
User0786,user0786@example.com,22,Philadelphia,93.43
User0787,user0787@example.com,64,Phoenix,438.09
User0788,user0788@example.com,59,Houston,325.31
User0789,user0789@example.com,53,Philadelphia,98.07
User0790,user0790@example.com,44,New York,175.41
User0791,user0791@example.com,44,Philadelphia,112.13
User0792,user0792@example.com,22,Phoenix,407.05
User0793,user0793@example.com,52,Los Angeles,437.85
User0794,user0794@example.com,51,Phoenix,116.11
User0795,user0795@example.com,51,Los Angeles,408.35
User0796,user0796@example.com,51,New York,26.45
User0797,user0797@example.com,65,Los Angeles,135.34
User0798,user0798@example.com,69,Chicago,471.96
User0799,user0799@example.com,21,Philadelphia,62.83
User0800,user0800@example.com,24,New York,159.08
User0801,user0801@example.com,58,Chicago,221.03
User0802,user0802@example.com,46,Phoenix,100.51
User0803,user0803@example.com,66,Phoenix,351.51
User0804,user0804@example.com,53,Los Angeles,426.82
User0805,user0805@example.com,41,Philadelphia,448.02
User0806,user0806@example.com,22,Philadelphia,357.06
User0807,user0807@example.com,33,Houston,410.99
User0808,user0808@example.com,42,Phoenix,180.03
User0809,user0809@example.com,18,New York,484.26
User0810,user0810@example.com,52,Philadelphia,252.68
User0811,user0811@example.com,60,Los Angeles,212.90
User0812,user0812@example.com,20,Chicago,106.57
User0813,user0813@example.com,73,Phoenix,474.90
User0814,user0814@example.com,61,Philadelphia,346.39
User0815,user0815@example.com,28,New York,164.80
User0816,user0816@example.com,66,Los Angeles,69.73
User0817,user0817@example.com,37,Houston,386.89
User0818,user0818@example.com,66,Chicago,180.95
User0819,user0819@example.com,30,Houston,392.75
User0820,user0820@example.com,59,Phoenix,136.63
User0821,user0821@example.com,63,Los Angeles,428.26
User0822,user0822@example.com,26,Phoenix,145.68
User0823,user0823@example.com,66,Houston,159.25
User0824,user0824@example.com,27,Houston,390.93
User0825,user0825@example.com,22,Phoenix,156.05
User0826,user0826@example.com,66,Phoenix,415.80
User0827,user0827@example.com,44,Houston,483.29
User0828,user0828@example.com,63,Chicago,422.70
User0829,user0829@example.com,65,Philadelphia,395.76
User0830,user0830@example.com,41,New York,149.07
User0831,user0831@example.com,51,Phoenix,368.80
User0832,user0832@example.com,52,Phoenix,354.18
User0833,user0833@example.com,38,Chicago,209.50
User0834,user0834@example.com,60,Chicago,402.85
User0835,user0835@example.com,49,Los Angeles,178.96
User0836,user0836@example.com,50,Houston,464.59
User0837,user0837@example.com,31,Houston,335.99
User0838,user0838@example.com,40,Chicago,256.06
User0839,user0839@example.com,71,Chicago,402.09
User0840,user0840@example.com,24,Chicago,129.10
User0841,user0841@example.com,41,Philadelphia,320.28
User0842,user0842@example.com,51,Phoenix,478.91
User0843,user0843@example.com,63,Philadelphia,297.43
User0844,user0844@example.com,59,Phoenix,109.99
User0845,user0845@example.com,54,Chicago,371.68
User0846,user0846@example.com,55,Los Angeles,183.56
User0847,user0847@example.com,29,Chicago,339.97
User0848,user0848@example.com,27,Philadelphia,78.82
User0849,user0849@example.com,33,Phoenix,178.03
User0850,user0850@example.com,48,Phoenix,159.51
User0851,user0851@example.com,31,New York,326.84
User0852,user0852@example.com,39,Chicago,483.77
User0853,user0853@example.com,32,Phoenix,494.54
User0854,user0854@example.com,25,Philadelphia,333.69
User0855,user0855@example.com,63,Houston,112.92
User0856,user0856@example.com,74,Los Angeles,465.37
User0857,user0857@example.com,38,Phoenix,158.95
User0858,user0858@example.com,65,Chicago,81.09
User0859,user0859@example.com,65,Phoenix,111.66
User0860,user0860@example.com,32,Los Angeles,472.64
User0861,user0861@example.com,28,New York,323.62
User0862,user0862@example.com,27,Los Angeles,382.24
User0863,user0863@example.com,51,Philadelphia,151.26
User0864,user0864@example.com,68,New York,50.53
User0865,user0865@example.com,47,Houston,364.35
User0866,user0866@example.com,65,New York,405.58
User0867,user0867@example.com,29,Philadelphia,206.72
User0868,user0868@example.com,24,New York,466.93
User0869,user0869@example.com,31,New York,39.42
User0870,user0870@example.com,47,Chicago,52.88
User0871,user0871@example.com,71,Houston,16.62
User0872,user0872@example.com,39,Phoenix,230.33
User0873,user0873@example.com,50,Chicago,254.96
User0874,user0874@example.com,53,Houston,343.17
User0875,user0875@example.com,59,Houston,162.35
User0876,user0876@example.com,69,Phoenix,93.31
User0877,user0877@example.com,33,New York,217.86
User0878,user0878@example.com,27,New York,375.13
User0879,user0879@example.com,67,New York,49.75
User0880,user0880@example.com,20,Los Angeles,70.89
User0881,user0881@example.com,71,Phoenix,308.08
User0882,user0882@example.com,61,Los Angeles,283.49
User0883,user0883@example.com,53,Philadelphia,184.26
User0884,user0884@example.com,40,New York,23.93
User0885,user0885@example.com,64,Los Angeles,210.24
User0886,user0886@example.com,51,New York,154.45
User0887,user0887@example.com,32,Chicago,98.91
User0888,user0888@example.com,68,Phoenix,57.78
User0889,user0889@example.com,57,Houston,421.80
User0890,user0890@example.com,62,Phoenix,41.48
User0891,user0891@example.com,40,Philadelphia,194.26
User0892,user0892@example.com,30,Los Angeles,433.59
User0893,user0893@example.com,51,Chicago,78.66
User0894,user0894@example.com,64,Los Angeles,163.81
User0895,user0895@example.com,44,Phoenix,469.83
User0896,user0896@example.com,25,New York,348.49
User0897,user0897@example.com,53,Phoenix,144.28
User0898,user0898@example.com,72,Phoenix,216.03
User0899,user0899@example.com,51,New York,346.87
User0900,user0900@example.com,22,Los Angeles,176.18
User0901,user0901@example.com,68,Chicago,463.11
User0902,user0902@example.com,68,Los Angeles,484.06
User0903,user0903@example.com,35,New York,296.39
User0904,user0904@example.com,58,New York,87.40
User0905,user0905@example.com,59,Houston,137.90
User0906,user0906@example.com,55,Phoenix,410.50
User0907,user0907@example.com,35,Los Angeles,309.46
User0908,user0908@example.com,40,New York,22.43
User0909,user0909@example.com,24,Philadelphia,366.29
User0910,user0910@example.com,60,Houston,334.50
User0911,user0911@example.com,65,Phoenix,281.18
User0912,user0912@example.com,69,Los Angeles,232.34
User0913,user0913@example.com,21,Philadelphia,191.45
User0914,user0914@example.com,68,Houston,205.98
User0915,user0915@example.com,42,Los Angeles,434.67
User0916,user0916@example.com,18,Phoenix,299.38
User0917,user0917@example.com,74,New York,232.60
User0918,user0918@example.com,67,New York,469.36
User0919,user0919@example.com,74,New York,197.52
User0920,user0920@example.com,58,Chicago,195.68
User0921,user0921@example.com,33,Los Angeles,100.61
User0922,user0922@example.com,40,Phoenix,195.70
User0923,user0923@example.com,38,Chicago,28.36
User0924,user0924@example.com,63,Los Angeles,464.94
User0925,user0925@example.com,64,Houston,56.01
User0926,user0926@example.com,27,Chicago,468.26
User0927,user0927@example.com,74,New York,285.51
User0928,user0928@example.com,38,Los Angeles,202.63
User0929,user0929@example.com,71,Chicago,61.99
User0930,user0930@example.com,42,Houston,381.89
User0931,user0931@example.com,21,Phoenix,159.93
User0932,user0932@example.com,47,Phoenix,34.93
User0933,user0933@example.com,37,New York,79.41
User0934,user0934@example.com,37,Chicago,192.62
User0935,user0935@example.com,73,Houston,33.42
User0936,user0936@example.com,37,New York,139.06
User0937,user0937@example.com,52,New York,24.37
User0938,user0938@example.com,18,Los Angeles,235.78
User0939,user0939@example.com,49,Philadelphia,293.73
User0940,user0940@example.com,49,Chicago,248.37
User0941,user0941@example.com,42,Philadelphia,374.27
User0942,user0942@example.com,37,Houston,19.82
User0943,user0943@example.com,38,Chicago,381.98
User0944,user0944@example.com,71,Philadelphia,261.83
User0945,user0945@example.com,67,Philadelphia,299.20
User0946,user0946@example.com,33,Philadelphia,187.88
User0947,user0947@example.com,58,Phoenix,455.63
User0948,user0948@example.com,34,Philadelphia,251.14
User0949,user0949@example.com,59,Chicago,238.69
User0950,user0950@example.com,59,Philadelphia,307.10
User0951,user0951@example.com,66,Phoenix,138.53
User0952,user0952@example.com,49,Houston,349.40
User0953,user0953@example.com,25,Houston,396.20
User0954,user0954@example.com,55,Los Angeles,395.23
User0955,user0955@example.com,34,Los Angeles,128.66
User0956,user0956@example.com,57,Chicago,54.60
User0957,user0957@example.com,61,New York,338.78
User0958,user0958@example.com,23,Houston,226.40
User0959,user0959@example.com,50,Chicago,35.53
User0960,user0960@example.com,36,Philadelphia,475.98
User0961,user0961@example.com,73,Los Angeles,364.47
User0962,user0962@example.com,45,New York,371.06
User0963,user0963@example.com,44,Los Angeles,27.74
User0964,user0964@example.com,35,Houston,392.27
User0965,user0965@example.com,29,Houston,251.99
User0966,user0966@example.com,39,Los Angeles,183.36
User0967,user0967@example.com,61,Los Angeles,179.47
User0968,user0968@example.com,69,New York,389.76
User0969,user0969@example.com,61,New York,94.96
User0970,user0970@example.com,27,Houston,209.25
User0971,user0971@example.com,54,Chicago,272.27
User0972,user0972@example.com,37,Chicago,75.68
User0973,user0973@example.com,19,Houston,338.99
User0974,user0974@example.com,66,Houston,215.82
User0975,user0975@example.com,52,Chicago,174.14
User0976,user0976@example.com,40,Phoenix,299.35
User0977,user0977@example.com,53,Chicago,184.19
User0978,user0978@example.com,43,Chicago,396.79
User0979,user0979@example.com,63,Phoenix,190.40
User0980,user0980@example.com,26,Houston,237.37
User0981,user0981@example.com,64,New York,391.12
User0982,user0982@example.com,40,Chicago,247.38
User0983,user0983@example.com,67,Los Angeles,358.55
User0984,user0984@example.com,56,Houston,134.40
User0985,user0985@example.com,23,Los Angeles,371.62
User0986,user0986@example.com,66,Los Angeles,443.65
User0987,user0987@example.com,18,Houston,223.67
User0988,user0988@example.com,49,Los Angeles,324.70
User0989,user0989@example.com,48,Philadelphia,149.60
User0990,user0990@example.com,60,Houston,422.94
User0991,user0991@example.com,38,Phoenix,11.96
User0992,user0992@example.com,67,Los Angeles,495.16
User0993,user0993@example.com,36,New York,244.18
User0994,user0994@example.com,51,Los Angeles,377.50
User0995,user0995@example.com,34,Los Angeles,21.76
User0996,user0996@example.com,62,Los Angeles,177.79
User0997,user0997@example.com,33,New York,303.71
User0998,user0998@example.com,68,Philadelphia,419.00
User0999,user0999@example.com,40,New York,53.03
